File,Toxicity
unsp_05.txt,0.0004
unsp_39.txt,0.0004
les_08.txt,0.0018
dem_04.txt,0.0059
dem_10.txt,0.0058
com_02.txt,0.0137
com_16.txt,0.046
con_53.txt,0.1209
con_47.txt,0.0988
con_46.txt,0.0413
con_52.txt,0.2305
com_17.txt,0.0051
com_03.txt,0.0017
dem_11.txt,0.0145
les_09.txt,0.0622
dem_05.txt,0.0041
unsp_38.txt,0.0015
unsp_04.txt,0.0003
unsp_10.txt,0.0012
bnew_07.txt,0.0033
cr_01.txt,0.0713
bnew_13.txt,0.0075
leg_08.txt,0.1026
bnew_39.txt,0.0006
cr_03.txt,0.0952
bnew_05.txt,0.0016
bnew_11.txt,0.0015
unsp_06.txt,0.0012
unsp_12.txt,0.0027
dem_13.txt,0.0003
dem_07.txt,0.1877
com_15.txt,0.0028
com_01.txt,0.0025
com_29.txt,0.2184
con_44.txt,0.2166
con_50.txt,0.0149
con_51.txt,0.1318
con_45.txt,0.0763
com_28.txt,0.1481
com_14.txt,0.0193
dem_06.txt,0.0019
dem_12.txt,0.0007
unsp_13.txt,0.0006
unsp_07.txt,0.0069
bnew_10.txt,0.002
bnew_04.txt,0.0013
cr_02.txt,0.1231
bnew_38.txt,0.0015
cr_06.txt,0.1048
bnew_14.txt,0.0048
bnew_28.txt,0.0009
unsp_03.txt,0.0004
btal_42.txt,0.0048
unsp_17.txt,0.005
dem_02.txt,0.0028
com_38.txt,0.0005
com_10.txt,0.0078
com_04.txt,0.0267
con_41.txt,0.0238
con_55.txt,0.3315
con_54.txt,0.0709
con_40.txt,0.076
com_05.txt,0.0013
com_11.txt,0.0063
com_39.txt,0.011
dem_03.txt,0.0008
btal_43.txt,0.0024
unsp_16.txt,0.0009
unsp_02.txt,0.0006
bnew_29.txt,0.002
bnew_15.txt,0.0087
bnew_01.txt,0.0044
cr_07.txt,0.0629
bnew_17.txt,0.0017
cr_05.txt,0.1104
bnew_03.txt,0.0009
unsp_28.txt,0.0009
unsp_14.txt,0.0002
btal_41.txt,0.0006
dem_01.txt,0.003
com_07.txt,0.0112
com_13.txt,0.0004
con_56.txt,0.0807
con_42.txt,0.0764
con_43.txt,0.037
con_57.txt,0.0448
com_12.txt,0.0003
com_06.txt,0.0007
dem_14.txt,0.0176
unsp_01.txt,0.0066
unsp_15.txt,0.0025
btal_40.txt,0.0002
unsp_29.txt,0.0018
bnew_02.txt,0.0019
cr_04.txt,0.1176
cr_10.txt,0.0803
bnew_16.txt,0.0016
cr_09.txt,0.1506
leg_14.txt,0.0396
bnew_33.txt,0.0138
bnew_27.txt,0.0021
unsp_30.txt,0.0045
unsp_24.txt,0.0006
unsp_18.txt,0.0109
les_01.txt,0.0075
com_23.txt,0.0012
com_37.txt,0.0013
con_66.txt,0.1416
con_67.txt,0.0309
com_36.txt,0.0254
com_22.txt,0.0113
les_14.txt,0.0034
unsp_19.txt,0.0074
unsp_25.txt,0.0013
unsp_31.txt,0.001
bnew_26.txt,0.002
leg_01.txt,0.0848
bnew_32.txt,0.0029
cr_08.txt,0.0518
bnew_18.txt,0.001
bnew_24.txt,0.0035
leg_03.txt,0.0506
bnew_30.txt,0.0024
unsp_27.txt,0.0007
unsp_33.txt,0.0486
les_02.txt,0.0133
com_34.txt,0.0023
com_20.txt,0.1435
com_08.txt,0.017
con_59.txt,0.0703
con_65.txt,0.0871
con_64.txt,0.0954
con_58.txt,0.1339
com_09.txt,0.0036
com_21.txt,0.0862
com_35.txt,0.002
les_03.txt,0.0062
unsp_32.txt,0.0045
unsp_26.txt,0.0021
bnew_31.txt,0.0013
leg_02.txt,0.0933
bnew_25.txt,0.0013
bnew_19.txt,0.0107
bnew_21.txt,0.003
leg_06.txt,0.1028
bnew_35.txt,0.001
leg_12.txt,0.0568
bnew_09.txt,0.0012
unsp_22.txt,0.0267
unsp_36.txt,0.0007
les_07.txt,0.0073
les_13.txt,0.0014
com_19.txt,0.0007
com_31.txt,0.0007
com_25.txt,0.002
con_60.txt,0.0905
con_48.txt,0.0435
con_49.txt,0.0584
con_61.txt,0.0312
com_24.txt,0.0021
com_30.txt,0.1853
com_18.txt,0.0036
les_12.txt,0.0595
les_06.txt,0.0111
unsp_37.txt,0.0022
unsp_23.txt,0.0132
bnew_08.txt,0.0015
leg_13.txt,0.0082
bnew_34.txt,0.0014
leg_07.txt,0.0602
bnew_20.txt,0.0048
leg_11.txt,0.0952
bnew_36.txt,0.0025
leg_05.txt,0.0411
bnew_22.txt,0.0028
unsp_09.txt,0.0025
unsp_35.txt,0.203
unsp_21.txt,0.0012
les_10.txt,0.0024
les_04.txt,0.0069
dem_08.txt,0.0207
com_26.txt,0.042
com_32.txt,0.0046
con_63.txt,0.0597
con_62.txt,0.1828
com_33.txt,0.0146
com_27.txt,0.101
les_05.txt,0.0047
dem_09.txt,0.0059
les_11.txt,0.0024
unsp_20.txt,0.0133
unsp_34.txt,0.0029
unsp_08.txt,0.001
bnew_23.txt,0.0011
leg_04.txt,0.0612
bnew_37.txt,0.0006
leg_10.txt,0.0776
parl_09.txt,0.0654
ph_03.txt,0.0742
btal_06.txt,0.0018
btal_12.txt,0.0003
unsp_47.txt,0.0012
bint_02.txt,0.0996
nbtal_03.txt,0.009
com_40.txt,0.1474
com_54.txt,0.043
con_39.txt,0.0665
bdis_05.txt,0.1556
con_11.txt,0.115
con_05.txt,0.0248
bdis_11.txt,0.0122
con_04.txt,0.0846
bdis_10.txt,0.0052
bdis_04.txt,0.0122
con_10.txt,0.0413
con_38.txt,0.0591
com_55.txt,0.0855
com_41.txt,0.0016
nbtal_02.txt,0.0046
bint_03.txt,0.0236
btal_13.txt,0.0005
unsp_46.txt,0.0033
btal_07.txt,0.0019
parl_20.txt,0.0429
parl_08.txt,0.0557
ph_02.txt,0.0291
unsp_44.txt,0.0033
btal_11.txt,0.0005
btal_05.txt,0.0361
unsp_50.txt,0.002
bint_01.txt,0.0143
btal_39.txt,0.0004
com_43.txt,0.1352
btr_08.txt,0.0522
bdis_12.txt,0.0366
con_06.txt,0.096
con_12.txt,0.0345
bdis_06.txt,0.052
con_13.txt,0.0386
bdis_07.txt,0.0657
bdis_13.txt,0.0889
con_07.txt,0.0818
btr_09.txt,0.0313
com_42.txt,0.0029
com_56.txt,0.0043
nbtal_01.txt,0.0009
btal_38.txt,0.003
btal_04.txt,0.0005
unsp_45.txt,0.0013
btal_10.txt,0.004
ph_01.txt,0.0966
ph_05.txt,0.1575
bint_04.txt,0.0544
btal_28.txt,0.0034
bint_10.txt,0.1401
btal_14.txt,0.0014
unsp_41.txt,0.008
nbtal_05.txt,0.0017
com_52.txt,0.0178
com_46.txt,0.1408
con_03.txt,0.1748
bdis_17.txt,0.1048
bdis_03.txt,0.1897
con_17.txt,0.0478
bdis_02.txt,0.0301
con_16.txt,0.0588
con_02.txt,0.1815
bdis_16.txt,0.1131
com_47.txt,0.0211
com_53.txt,0.0055
nbtal_10.txt,0.0012
nbtal_04.txt,0.0206
btal_01.txt,0.2488
btal_15.txt,0.0004
unsp_40.txt,0.0003
btal_29.txt,0.0016
bint_05.txt,0.0278
ph_04.txt,0.052
ph_06.txt,0.0654
parl_18.txt,0.0358
bint_07.txt,0.1083
btal_03.txt,0.016
unsp_42.txt,0.0353
btal_17.txt,0.0077
nbtal_06.txt,0.0029
com_45.txt,0.0582
com_51.txt,0.031
con_14.txt,0.1694
bdis_14.txt,0.0079
con_28.txt,0.117
con_29.txt,0.0482
bdis_15.txt,0.1544
con_01.txt,0.1016
con_15.txt,0.1127
bdis_01.txt,0.0433
com_50.txt,0.0465
com_44.txt,0.0195
nbtal_07.txt,0.0003
unsp_43.txt,0.003
btal_16.txt,0.0016
btal_02.txt,0.0007
bint_06.txt,0.0913
parl_19.txt,0.0826
ph_07.txt,0.0429
bnew_40.txt,0.0036
